#time    potential    pressure    kinect   square_kin
10.69    -37.05    168.966    1384.104    1.915744723e6
10.7    -38.598    144.081    1388.926    1.929116144e6
10.71    -29.148    271.561    1385.62    1.919942726e6
10.72    -22.366    365.651    1374.234    1.888517905e6
10.73    -31.491    249.273    1376.534    1.894846632e6
10.74    -40.727    131.45    1386.863    1.923388742e6
10.75    -44.176    97.096    1393.087    1.940691162e6
10.76    -41.325    155.601    1393.279    1.941226002e6
10.77    -33.164    290.336    1387.579    1.925375741e6
10.78    -24.436    431.093    1378.247    1.899566126e6
10.79    -23.866    457.091    1372.91    1.884883143e6
10.8    -27.975    412.367    1376.135    1.893747244e6
10.81    -27.904    415.343    1378.682    1.900765364e6
10.82    -26.112    435.869    1376.763    1.89547661e6
10.83    -27.814    406.865    1377.01    1.896155291e6
10.84    -24.264    441.213    1377.944    1.898728502e6
10.85    -24.481    418.986    1372.506    1.883772922e6
10.86    -41.024    180.53    1384.081    1.915680921e6
10.87    -47.884    72.537    1395.86    1.948426062e6
10.88    -47.179    75.753    1398.001    1.954406768e6
10.89    -41.556    155.113    1394.856    1.945624272e6
10.9    -30.598    310.009    1386.798    1.923208434e6
10.91    -18.655    473.18    1374.388    1.888943724e6
10.92    -19.403    457.542    1367.214    1.869272889e6
10.93    -31.779    277.59    1375.686    1.892510696e6
10.94    -40.8    137.406    1387.139    1.924154297e6
10.95    -44.166    75.987    1392.891    1.940144312e6
10.96    -43.406    76.981    1394.114    1.943554022e6
10.97    -37.018    158.923    1391.2    1.935437558e6
10.98    -25.144    312.771    1381.62    1.908873594e6
10.99    -27.377    276.942    1373.949    1.887735203e6
11.0    -41.151    86.373    1385.092    1.918478927e6
11.01    -47.521    -3.131    1395.415    1.947181839e6
11.02    -47.171    6.946    1397.674    1.95349231e6
11.03    -43.258    76.016    1395.253    1.946730947e6
11.04    -36.435    193.095    1390.093    1.932357654e6
11.05    -24.68    379.191    1381.497    1.908534913e6
11.06    -13.119    558.368    1368.227    1.872045775e6
11.07    -17.885    516.488    1365.051    1.863363005e6
11.08    -21.983    476.669    1371.317    1.880511555e6
11.09    -19.782    517.163    1372.001    1.88238694e6
11.1    -17.234    559.087    1368.329    1.872324085e6
11.11    -23.125    487.767    1370.325    1.877790147e6
11.12    -24.104    479.193    1375.566    1.892182292e6
11.13    -16.968    576.433    1371.641    1.881398867e6
11.14    -7.585    697.853    1363.684    1.859634777e6
11.15    -3.297    739.532    1354.592    1.834920713e6
11.16    -18.918    511.003    1361.436    1.853507474e6
11.17    -27.72    370.142    1376.489    1.894721701e6
11.18    -17.986    476.437    1375.822    1.892884832e6
11.19    -11.568    539.407    1363.154    1.858187645e6
11.2    -24.358    349.304    1368.482    1.872743209e6
11.21    -29.628    260.118    1379.801    1.903850856e6
11.22    -19.358    380.099    1377.0    1.896128713e6
11.23    -12.707    451.579    1364.355    1.861463655e6
11.24    -25.112    269.591    1370.003    1.876907342e6
11.25    -30.978    170.504    1379.561    1.903189278e6
11.26    -33.78    115.511    1382.384    1.910986492e6
11.27    -37.67    52.181    1385.723    1.920228795e6
11.28    -40.079    15.798    1389.166    1.929782554e6
11.29    -38.835    36.64    1390.019    1.932152574e6
11.3    -32.604    130.848    1386.542    1.922499243e6
11.31    -25.25    242.547    1378.908    1.90138824e6
11.32    -28.163    219.997    1375.856    1.892980075e6
11.33    -31.702    190.701    1382.142    1.910317053e6
11.34    -21.48    342.032    1378.946    1.901491253e6
11.35    -17.94    402.369    1368.114    1.871735108e6
11.36    -28.39    273.924    1373.863    1.887499477e6
11.37    -34.049    207.047    1382.891    1.912386956e6
11.38    -32.791    236.42    1384.356    1.916442303e6
11.39    -26.004    343.81    1380.938    1.90698956e6
11.4    -12.798    532.655    1370.425    1.878063423e6
11.41    -10.899    562.973    1360.73    1.851584925e6
11.42    -19.672    439.343    1365.348    1.864175207e6
11.43    -29.619    291.969    1375.338    1.89155596e6
11.44    -35.028    204.172    1383.188    1.913208184e6
11.45    -36.162    178.025    1386.037    1.921097993e6
11.46    -34.636    194.342    1386.018    1.921044929e6
11.47    -26.567    300.985    1382.229    1.910555923e6
11.48    -20.168    384.417    1372.297    1.883199544e6
11.49    -28.397    273.937    1374.755    1.889951209e6
11.5    -33.349    205.995    1381.888    1.909613156e6
11.51    -34.715    191.29    1384.4    1.916562825e6
11.52    -33.337    221.082    1384.605    1.917130103e6
11.53    -26.75    325.978    1381.126    1.907507933e6
11.54    -17.51    466.852    1372.318    1.883256652e6
11.55    -15.787    505.734    1366.343    1.866893385e6
11.56    -18.104    487.131    1367.86    1.871040211e6
11.57    -16.693    515.673    1369.446    1.87538133e6
11.58    -12.069    585.508    1365.41    1.864344047e6
11.59    -9.831    623.065    1364.393    1.861569343e6
11.6    1.811    773.683    1355.681    1.837869982e6
11.61    -9.846    609.923    1352.992    1.830587631e6
11.62    -25.77    384.088    1370.803    1.879099519e6
11.63    -30.136    314.128    1379.924    1.904189338e6
11.64    -28.228    334.775    1380.312    1.905261074e6
11.65    -27.85    340.884    1377.879    1.898551428e6
11.66    -32.269    288.507    1380.53    1.905862604e6
11.67    -33.397    284.699    1384.089    1.915702655e6
11.68    -29.835    348.818    1382.429    1.911110681e6
11.69    -26.115    420.42    1378.427    1.900060743e6
11.7    -20.027    526.107    1374.776    1.890008567e6
11.71    -7.353    716.315    1365.481    1.864537088e6
11.72    3.628    875.418    1352.429    1.829063762e6
11.73    8.111    931.959    1345.678    1.810848151e6
11.74    3.189    842.877    1343.557    1.805145222e6
11.75    -18.873    514.588    1359.029    1.846959868e6
11.76    -34.016    273.848    1378.732    1.900901956e6
11.77    -39.116    174.089    1388.033    1.926636455e6
11.78    -37.605    172.184    1389.236    1.929976477e6
11.79    -36.124    177.403    1386.599    1.922656232e6
11.8    -39.264    126.989    1387.576    1.925367619e6
11.81    -42.662    78.544    1391.331    1.935803092e6
11.82    -43.722    68.894    1393.694    1.942382314e6
11.83    -40.322    126.443    1393.043    1.940567671e6
11.84    -32.3    248.848    1386.929    1.923572694e6
11.85    -31.738    273.903    1381.221    1.90777058e6
11.86    -32.964    273.872    1383.967    1.915363296e6
11.87    -29.77    329.902    1381.854    1.909519419e6
11.88    -34.396    283.193    1381.471    1.908461499e6
11.89    -41.721    202.881    1388.956    1.929198412e6
11.9    -43.8    197.699    1393.732    1.942487579e6
11.91    -40.81    267.206    1393.071    1.940646491e6
11.92    -34.676    382.958    1388.235    1.927196033e6
11.93    -28.742    495.409    1381.833    1.909461709e6
11.94    -25.657    564.598    1377.227    1.896752905e6
11.95    -25.929    581.227    1375.895    1.893085751e6
11.96    -29.119    552.268    1377.777    1.898270825e6
11.97    -31.847    525.941    1381.512    1.908576033e6
11.98    -28.578    577.549    1381.876    1.909581513e6
11.99    -20.687    687.343    1375.566    1.892182127e6
12.0    -17.417    730.19    1369.164    1.874609791e6
12.01    -18.117    712.007    1368.795    1.873599554e6
12.02    -18.636    687.73    1369.514    1.87556854e6
12.03    -19.892    646.082    1370.269    1.877637025e6
12.04    -28.823    499.692    1374.373    1.888900957e6
12.05    -36.177    375.518    1385.174    1.918707652e6
12.06    -33.097    393.63    1386.039    1.921103587e6
12.07    -31.209    402.254    1382.401    1.911033197e6
12.08    -30.55    397.587    1381.668    1.909006238e6
12.09    -27.752    421.243    1380.177    1.904888006e6
12.1    -23.821    456.144    1376.335    1.89429796e6
12.11    -26.818    393.478    1374.58    1.889470643e6
12.12    -39.165    204.008    1383.13    1.913048482e6
12.13    -49.43    44.927    1395.38    1.9470851e6
12.14    -53.338    -19.344    1402.245    1.966290784e6
12.15    -51.851    1.877    1403.202    1.96897622e6
12.16    -46.422    87.982    1399.555    1.958753411e6
12.17    -39.267    205.614    1392.988    1.940415789e6
12.18    -32.609    320.789    1386.036    1.921095133e6
12.19    -26.387    430.14    1379.934    1.904216504e6
12.2    -18.448    557.86    1373.524    1.886569287e6
12.21    -7.532    713.453    1364.228    1.861117039e6
12.22    -6.367    723.692    1355.795    1.838180409e6
12.23    -22.655    490.533    1365.148    1.863629262e6
12.24    -32.311    338.059    1380.179    1.904893667e6
12.25    -33.401    301.652    1383.702    1.914631487e6
12.26    -34.106    277.95    1384.765    1.917573563e6
12.27    -23.811    401.187    1382.254    1.910624811e6
12.28    -12.985    523.693    1366.834    1.86823405e6
12.29    -31.52    253.398    1374.006    1.887893391e6
12.3    -42.748    73.207    1389.257    1.930034003e6
12.31    -46.568    -2.901    1395.836    1.948358697e6
12.32    -46.426    -16.563    1397.175    1.952099269e6
12.33    -45.004    -3.3    1396.068    1.949006316e6
12.34    -43.564    19.496    1394.613    1.944946242e6
12.35    -41.497    59.786    1393.094    1.940710618e6
12.36    -36.118    152.799    1390.143    1.932497433e6
12.37    -22.274    361.102    1381.633    1.908911008e6
12.38    -10.894    532.042    1366.411    1.86707913e6
12.39    -15.32    483.944    1363.628    1.859482512e6
12.4    -25.632    348.212    1372.45    1.883619251e6
12.41    -28.654    303.693    1379.308    1.902490002e6
12.42    -28.612    298.407    1379.491    1.902994917e6
12.43    -32.71    237.923    1380.658    1.906216399e6
12.44    -39.348    147.067    1387.182    1.924272522e6
12.45    -38.011    169.93    1391.065    1.935061878e6
12.46    -20.271    414.777    1383.194    1.913224526e6
12.47    -3.047    645.445    1360.024    1.849666483e6
12.48    -19.82    420.345    1364.553    1.862003849e6
12.49    -26.833    313.57    1376.546    1.894878224e6
12.5    -30.811    250.614    1380.178    1.904891755e6
12.51    -34.231    202.969    1384.446    1.916689988e6
12.52    -33.346    220.162    1385.51    1.919637759e6
12.53    -31.423    259.108    1383.643    1.914466863e6
12.54    -28.611    315.774    1381.571    1.908737567e6
12.55    -24.997    387.006    1378.172    1.899358499e6
12.56    -20.177    476.195    1374.623    1.889587923e6
12.57    -10.506    626.421    1367.912    1.871183604e6
12.58    -0.102    774.518    1356.682    1.840586244e6
12.59    -6.607    684.247    1352.892    1.830316246e6
12.6    -21.319    473.421    1366.584    1.867552023e6
12.61    -26.578    384.594    1376.902    1.895859976e6
12.62    -23.511    412.05    1377.206    1.896696969e6
12.63    -16.251    503.563    1372.006    1.882400907e6
12.64    -2.568    681.204    1363.078    1.857981043e6
12.65    2.285    731.693    1349.155    1.820219169e6
12.66    -26.303    333.986    1364.586    1.862094835e6
12.67    -43.107    88.588    1388.929    1.929124059e6
12.68    -46.795    29.362    1397.275    1.952378599e6
12.69    -44.534    65.785    1397.342    1.952563938e6
12.7    -39.113    158.339    1393.378    1.941502217e6
12.71    -30.22    305.781    1386.736    1.923035604e6
12.72    -18.017    497.225    1375.858    1.892984293e6
12.73    -14.543    567.592    1366.558    1.86748094e6
12.74    -18.908    525.292    1368.43    1.872601653e6
12.75    -23.054    478.832    1373.005    1.885142258e6
12.76    -23.325    479.551    1375.813    1.89286087e6
12.77    -21.633    501.768    1373.892    1.887579288e6
12.78    -28.817    405.138    1376.46    1.894641331e6
12.79    -33.482    342.09    1384.318    1.916335317e6
12.8    -25.465    447.345    1383.065    1.912868903e6
12.81    -15.578    574.106    1371.314    1.880502732e6
12.82    -19.133    517.394    1368.713    1.873375409e6
12.83    -27.877    386.798    1375.183    1.891129321e6
12.84    -33.983    293.401    1384.37    1.91648009e6
12.85    -27.143    374.447    1384.048    1.915587947e6
12.86    -20.277    456.924    1375.197    1.891166184e6
12.87    -25.834    373.364    1373.589    1.886746386e6
12.88    -36.022    228.941    1384.205    1.916022791e6
12.89    -35.884    224.399    1388.557    1.928091883e6
12.9    -34.441    244.082    1386.106    1.921288522e6
12.91    -36.036    230.005    1386.675    1.922867995e6
12.92    -34.712    259.882    1387.496    1.925145545e6
12.93    -29.331    347.924    1383.846    1.915028531e6
12.94    -25.329    420.317    1378.452    1.900128629e6
12.95    -24.999    444.882    1376.587    1.894990478e6
12.96    -24.838    467.467    1376.942    1.89596799e6
12.97    -20.73    541.414    1375.411    1.891756243e6
12.98    -14.758    635.133    1369.515    1.875570664e6
12.99    -18.765    590.663    1367.528    1.870132166e6
13.0    -27.589    477.524    1375.552    1.892142965e6
13.01    -30.814    439.744    1382.242    1.910591826e6
13.02    -26.29    512.889    1381.816    1.909415803e6
13.03    0.307    877.978    1372.492    1.883735142e6
13.04    13.901    1060.872    1336.78    1.786979436e6
13.05    -9.189    750.048    1361.23    1.852946138e6
13.06    -12.489    685.732    1365.664    1.865037901e6
13.07    -20.561    557.517    1371.285    1.880422209e6
13.08    -26.975    450.497    1378.651    1.900678741e6
13.09    -30.405    385.397    1383.282    1.913470174e6
13.1    -32.196    345.863    1385.495    1.919596048e6
13.11    -34.499    304.387    1387.47    1.925073893e6
13.12    -34.473    297.844    1389.164    1.929776226e6
13.13    -33.554    306.632    1387.813    1.926024461e6
13.14    -35.867    277.0    1388.604    1.928221925e6
13.15    -36.367    276.365    1391.036    1.934981814e6
13.16    -31.017    357.69    1388.464    1.927832695e6
13.17    -24.438    457.032    1382.1    1.910200788e6
13.18    -18.917    537.353    1375.586    1.892238146e6
13.19    -21.435    503.653    1373.189    1.885647293e6
13.2    -29.158    394.83    1379.579    1.903239098e6
13.21    -31.834    350.132    1385.537    1.919712341e6
13.22    -27.917    391.944    1384.434    1.916657234e6
13.23    -25.84    408.104    1380.034    1.90449282e6
13.24    -28.719    357.233    1381.564    1.908719326e6
13.25    -24.533    395.644    1382.532    1.91139449e6
13.26    -22.627    399.912    1376.208    1.893948676e6
13.27    -31.651    257.668    1382.522    1.911367234e6
13.28    -35.163    185.417    1387.903    1.926273496e6
13.29    -39.76    101.964    1391.304    1.935727751e6
13.3    -42.917    41.783    1395.567    1.947608226e6
13.31    -44.25    11.101    1397.3    1.952446447e6
13.32    -46.872    -30.162    1398.968    1.957110742e6
13.33    -50.287    -74.512    1402.256    1.966322903e6
13.34    -52.224    -90.353    1405.113    1.974342419e6
13.35    -51.714    -63.818    1405.873    1.976479685e6
13.36    -48.602    6.4    1404.085    1.971454203e6
13.37    -43.257    112.707    1399.844    1.959563072e6
13.38    -36.501    239.775    1393.782    1.942627517e6
13.39    -30.116    358.636    1386.984    1.923726001e6
13.4    -27.946    414.476    1382.281    1.910700897e6
13.41    -31.595    385.595    1383.26    1.913408665e6
13.42    -36.848    330.736    1388.467    1.927839428e6
13.43    -38.518    322.823    1392.318    1.938548318e6
13.44    -35.1    383.904    1391.479    1.936213076e6
13.45    -27.986    493.261    1386.022    1.921057559e6
13.46    -21.702    586.144    1378.994    1.901625609e6
13.47    -20.44    602.438    1374.801    1.890077563e6
13.48    -28.323    489.045    1378.25    1.899574306e6
13.49    -36.564    366.853    1387.469    1.925070942e6
13.5    -38.747    327.453    1392.686    1.939573896e6
13.51    -36.583    351.871    1392.1    1.937941618e6
13.52    -33.655    392.693    1389.385    1.930391688e6
13.53    -27.237    482.205    1385.73    1.920248966e6
13.54    -17.612    609.898    1376.74    1.895413638e6
13.55    -20.48    566.643    1372.236    1.883030802e6
13.56    -30.486    424.331    1380.262    1.905124159e6
13.57    -34.233    364.805    1387.996    1.926531566e6
13.58    -31.881    389.598    1387.417    1.924924955e6
13.59    -31.677    390.902    1385.625    1.919955562e6
13.6    -30.775    405.414    1386.032    1.921083614e6
13.61    -22.448    519.291    1382.33    1.910837274e6
13.62    -12.381    651.438    1371.104    1.879926205e6
13.63    -15.899    596.65    1368.238    1.872074018e6
13.64    -25.296    456.53    1374.766    1.889981042e6
13.65    -35.117    312.367    1385.785    1.920400492e6
13.66    -35.997    294.337    1390.786    1.934285152e6
13.67    -30.633    370.719    1388.887    1.929006245e6
13.68    -9.35    655.671    1378.417    1.900034794e6
13.69    -27.329    428.182    1369.301    1.874985286e6
13.7    -36.056    321.408    1389.292    1.930132803e6
13.71    -22.56    512.993    1384.113    1.915767724e6
13.72    -13.623    646.74    1370.087    1.877139587e6
13.73    -14.367    643.269    1366.476    1.867257712e6
13.74    -25.8    489.254    1373.109    1.885427546e6
13.75    -32.954    386.562    1383.082    1.912917163e6
13.76    -35.722    344.375    1387.224    1.924389632e6
13.77    -35.329    348.805    1388.51    1.927958664e6
13.78    -30.606    413.17    1386.106    1.921289623e6
13.79    -25.054    486.935    1380.088    1.904643818e6
13.8    -27.873    447.745    1378.315    1.899753126e6
13.81    -31.587    395.001    1383.156    1.913119189e6
13.82    -30.197    411.094    1384.05    1.915595016e6
13.83    -26.261    463.585    1381.108    1.90745801e6
13.84    -19.821    548.715    1376.366    1.894383961e6
13.85    -7.763    698.012    1368.13    1.871779178e6
13.86    -14.647    584.737    1360.237    1.850244994e6
13.87    -34.68    288.17    1379.693    1.903553127e6
13.88    -41.58    162.499    1391.756    1.936985718e6
13.89    -41.066    140.72    1394.232    1.943881496e6
13.9    -35.202    192.734    1390.926    1.93467593e6
13.91    -33.679    187.451    1385.21    1.918808063e6
13.92    -41.24    63.253    1389.828    1.931622425e6
13.93    -44.475    -0.833    1395.869    1.948450596e6
13.94    -42.321    13.647    1396.088    1.949061257e6
13.95    -35.888    90.394    1391.827    1.937182043e6
13.96    -31.561    140.745    1384.997    1.918217594e6
13.97    -37.833    52.65    1386.376    1.922038386e6
13.98    -43.418    -23.036    1393.528    1.941919566e6
13.99    -43.568    -18.236    1396.237    1.949477205e6
14.0    -38.738    62.653    1393.904    1.942969483e6
14.01    -29.337    210.369    1386.857    1.92337174e6
14.02    -18.61    374.199    1376.251    1.894068018e6
14.03    -15.391    430.294    1368.179    1.871913104e6
14.04    -23.19    330.638    1371.069    1.879829007e6
14.05    -32.581    203.15    1380.812    1.906641725e6
14.06    -39.609    107.369    1388.602    1.928216691e6
14.07    -45.164    38.079    1394.884    1.945702459e6
14.08    -46.767    31.99    1398.817    1.956689141e6
14.09    -41.751    125.71    1397.519    1.953060046e6
14.1    -29.483    323.669    1388.997    1.929313776e6
14.11    -15.168    547.933    1375.072    1.890823582e6
14.12    -9.596    646.516    1363.931    1.860306727e6
14.13    -19.032    535.275    1366.687    1.867832009e6
14.14    -25.304    456.184    1376.692    1.895280151e6
14.15    -23.566    477.336    1377.671    1.89797769e6
14.16    -29.933    390.956    1378.071    1.899080337e6
14.17    -39.738    261.572    1388.226    1.927172285e6
14.18    -41.229    248.863    1394.085    1.943474129e6
14.19    -34.131    358.313    1391.062    1.935053265e6
14.2    -21.718    540.477    1380.881    1.906831357e6
14.21    -13.233    664.2    1369.053    1.87430549e6
14.22    -18.408    596.937    1367.257    1.869391243e6
14.23    -29.893    437.978    1377.466    1.897413057e6
14.24    -34.655    364.221    1386.024    1.921062768e6
14.25    -36.185    334.225    1387.74    1.925822734e6
14.26    -36.923    317.675    1389.646    1.931114948e6
14.27    -28.427    423.764    1387.144    1.924168319e6
14.28    -16.653    566.96    1374.502    1.889256768e6
14.29    -34.182    321.429    1376.859    1.8957394e6
14.3    -48.306    117.788    1395.749    1.948115078e6
14.31    -50.853    75.22    1402.792    1.967824259e6
14.32    -47.383    123.819    1401.673    1.964687389e6
14.33    -42.439    200.27    1396.922    1.951391991e6
14.34    -38.943    261.849    1392.857    1.940049874e6
14.35    -34.331    337.038    1389.474    1.9306378e6
14.36    -36.506    320.184    1386.234    1.921645122e6
14.37    -47.459    189.45    1395.22    1.946638464e6
14.38    -48.772    192.234    1402.078    1.965823332e6
14.39    -39.815    340.289    1397.745    1.953690097e6
14.4    -25.864    558.198    1385.844    1.92056266e6
14.41    -12.025    766.517    1372.103    1.882667328e6
14.42    -11.383    782.96    1362.289    1.855830831e6
14.43    -37.414    437.325    1377.523    1.897570121e6
14.44    -52.961    230.167    1400.468    1.961310078e6
14.45    -53.644    235.972    1407.218    1.980262974e6
14.46    -43.123    409.066    1402.399    1.966723666e6
14.47    -22.232    728.287    1386.749    1.92307302e6
14.48    0.255    1060.523    1364.223    1.861103136e6
14.49    5.512    1142.722    1347.436    1.815582651e6
14.5    -10.315    922.045    1355.558    1.837536733e6
14.51    -24.728    701.718    1371.075    1.879845381e6
14.52    -35.676    521.563    1383.162    1.91313761e6
14.53    -43.195    388.274    1392.323    1.938563733e6
14.54    -46.811    312.428    1397.814    1.953882724e6
14.55    -46.126    301.864    1399.51    1.958628748e6
14.56    -38.665    387.492    1396.063    1.948993025e6
14.57    -30.002    490.362    1386.264    1.921728884e6
14.58    -34.758    416.858    1384.524    1.91690588e6
14.59    -36.681    379.251    1390.083    1.932329868e6
14.6    -35.37    386.749    1388.732    1.928577754e6
14.61    -34.032    397.888    1388.556    1.928087684e6
14.62    -29.622    448.479    1384.967    1.918133391e6
14.63    -35.843    359.14    1384.427    1.91663809e6
14.64    -42.843    261.276    1393.863    1.942854885e6
14.65    -39.892    299.414    1395.295    1.946847255e6
14.66    -29.848    433.101    1388.588    1.928177553e6
14.67    -30.552    424.048    1380.833    1.906700992e6
14.68    -39.952    299.367    1388.74    1.928599171e6
14.69    -43.551    255.453    1395.064    1.946202552e6
14.7    -38.905    330.201    1395.305    1.946876588e6
14.71    -22.756    561.157    1385.036    1.918324229e6
14.72    -17.202    652.675    1371.441    1.880850458e6
14.73    -16.603    668.685    1370.406    1.878012745e6
14.74    -19.598    625.123    1370.472    1.878193219e6
14.75    -24.308    547.697    1374.578    1.889463717e6
14.76    -29.302    458.412    1379.238    1.902296365e6
14.77    -34.862    357.204    1384.222    1.916070518e6
14.78    -41.381    243.177    1390.268    1.932844078e6
14.79    -46.526    151.235    1396.282    1.949602673e6
14.8    -48.951    102.912    1400.0    1.959999776e6
14.81    -48.328    105.316    1401.003    1.962809823e6
14.82    -41.416    201.524    1398.367    1.955431109e6
14.83    -20.754    480.93    1386.15    1.921412495e6
14.84    -19.652    502.977    1369.494    1.875514632e6
14.85    -26.062    418.908    1377.529    1.897586136e6
14.86    -32.746    328.863    1381.949    1.909782759e6
14.87    -32.794    327.125    1386.404    1.922116999e6
14.88    -29.984    365.222    1383.051    1.912829897e6
14.89    -29.563    372.967    1382.128    1.910279128e6
14.9    -26.054    418.794    1380.351    1.905368324e6
14.91    -22.829    454.998    1376.073    1.893575782e6
14.92    -28.256    370.385    1376.553    1.894898064e6
14.93    -37.469    231.289    1385.022    1.918286173e6
14.94    -43.698    132.873    1392.737    1.93971653e6
14.95    -47.401    75.134    1397.37    1.952642624e6
14.96    -48.215    66.253    1399.887    1.959684121e6
14.97    -43.025    147.359    1398.292    1.955219789e6
14.98    -30.333    332.139    1389.396    1.930421651e6
14.99    -22.837    444.829    1376.969    1.896042761e6
15.0    -27.967    383.277    1376.976    1.896062754e6
15.01    -36.403    275.496    1384.942    1.918064021e6
15.02    -22.029    464.985    1388.768    1.928677181e6
15.03    -15.281    545.175    1362.053    1.85518829e6
15.04    -50.93    69.255    1398.729    1.956441682e6
15.05    -53.604    28.848    1409.73    1.987340037e6
15.06    -49.347    93.899    1407.469    1.980969164e6
15.07    -43.566    186.571    1402.175    1.966095887e6
15.08    -38.312    273.818    1396.878    1.951268208e6
15.09    -32.433    364.497    1391.528    1.936351499e6
15.1    -33.566    355.071    1387.798    1.92598342e6
15.11    -41.37    251.022    1393.502    1.941847263e6
15.12    -47.968    161.439    1400.882    1.962469275e6
15.13    -51.922    112.49    1406.223    1.977462581e6
15.14    -50.871    139.247    1407.988    1.982431155e6
15.15    -42.334    274.32    1404.039    1.971325457e6
15.16    -22.575    556.285    1390.668    1.933956568e6
15.17    -27.713    508.943    1379.181    1.902140857e6
15.18    -28.903    505.236    1387.488    1.925123227e6
15.19    -18.067    652.626    1379.792    1.903827144e6
15.2    -12.583    718.135    1370.172    1.877372556e6
15.21    -22.059    572.41    1371.239    1.880295133e6
15.22    -40.76    299.335    1387.585    1.925392593e6
15.23    -50.314    153.659    1402.803    1.967855447e6
15.24    -45.546    212.045    1405.36    1.975036489e6
15.25    -34.524    365.439    1395.714    1.948016759e6
15.26    -26.792    479.004    1387.497    1.925147882e6
15.27    -25.542    504.348    1381.528    1.908618293e6
15.28    -27.816    479.966    1383.25    1.913379446e6
15.29    -27.952    482.364    1384.532    1.916929908e6
15.3    -22.218    558.479    1382.067    1.910110278e6
15.31    -21.293    563.82    1375.877    1.893038157e6
15.32    -37.418    340.941    1385.525    1.919680598e6
15.33    -46.153    215.688    1398.716    1.956407319e6
15.34    -46.97    203.58    1402.615    1.967329793e6
15.35    -41.431    283.461    1400.508    1.961423741e6
15.36    -30.685    431.878    1391.875    1.937314816e6
15.37    -29.594    445.626    1383.654    1.91449925e6
15.38    -40.662    291.016    1390.607    1.933788077e6
15.39    -47.267    193.032    1400.481    1.961345897e6
15.4    -45.532    210.564    1402.74    1.967678844e6
15.41    -36.481    329.295    1397.247    1.952300068e6
15.42    -27.111    449.679    1386.508    1.922404875e6
15.43    -30.884    390.233    1382.983    1.912643119e6
15.44    -40.011    253.858    1391.186    1.935399157e6
15.45    -46.095    157.455    1398.721    1.956420916e6
15.46    -49.588    100.994    1403.266    1.969154521e6
15.47    -50.248    90.228    1405.474    1.975357356e6
15.48    -46.918    140.72    1404.311    1.972089208e6
15.49    -40.44    240.407    1399.23    1.95784544e6
15.5    -32.164    369.71    1392.202    1.938226096e6
15.51    -21.446    532.96    1382.594    1.911566207e6
15.52    -14.787    640.656    1373.846    1.887452966e6
15.53    -8.246    737.09    1367.766    1.870782508e6
15.54    -5.824    767.589    1362.6    1.856678783e6
15.55    -8.087    724.861    1362.484    1.856361955e6
15.56    -14.798    612.729    1367.032    1.868777528e6
15.57    -25.69    436.549    1375.521    1.892058461e6
15.58    -36.916    253.173    1387.407    1.924897136e6
15.59    -42.356    150.487    1395.894    1.948520424e6
15.6    -41.226    142.912    1397.912    1.954156623e6
15.61    -35.441    202.958    1394.004    1.943245785e6
15.62    -31.185    243.724    1387.986    1.926504436e6
15.63    -34.479    182.921    1387.251    1.924464745e6
15.64    -40.709    82.741    1393.045    1.940574655e6
15.65    -43.394    33.219    1397.778    1.953782415e6
15.66    -41.659    49.424    1398.105    1.954697716e6
15.67    -37.305    107.396    1394.701    1.94519002e6
15.68    -34.559    149.972    1390.54    1.933601828e6
15.69    -35.6    149.374    1389.983    1.932052682e6
15.7    -33.659    198.313    1391.185    1.935397079e6
15.71    -13.127    499.631    1383.52    1.914127989e6
15.72    24.001    1005.241    1351.413    1.826316154e6
15.73    -0.627    683.446    1341.378    1.799295905e6
15.74    -33.611    236.175    1377.716    1.898101129e6
15.75    -40.405    140.189    1396.0    1.948816517e6
15.76    -29.38    292.605    1392.359    1.938663331e6
15.77    -21.652    406.684    1379.629    1.903376269e6
15.78    -29.793    310.548    1380.673    1.906258464e6
15.79    -40.377    182.972    1391.528    1.9363509e6
15.8    -42.916    170.0    1398.568    1.955992967e6
15.81    -35.513    299.624    1396.134    1.949189389e6
15.82    -20.514    534.338    1384.695    1.917381125e6
15.83    -12.118    677.814    1370.362    1.877892897e6
15.84    -20.221    599.446    1372.772    1.884502627e6
15.85    -11.885    730.127    1376.884    1.895810611e6
15.86    3.556    941.864    1358.342    1.845092111e6
15.87    -14.299    706.235    1365.978    1.865895346e6
15.88    -18.747    631.576    1374.828    1.890151388e6
15.89    -24.302    539.212    1378.509    1.900286616e6
15.9    -25.356    504.048    1383.292    1.913497643e6
15.91    -23.026    510.858    1380.677    1.906268731e6
15.92    -29.286    403.07    1382.496    1.911295451e6
15.93    -35.304    297.867    1389.638    1.931094686e6
15.94    -35.595    271.667    1392.916    1.940215868e6
15.95    -29.638    331.322    1390.131    1.932463449e6
15.96    -20.822    425.76    1382.068    1.910112417e6
15.97    -27.325    313.598    1378.553    1.900409325e6
15.98    -41.36    99.699    1392.1    1.937943713e6
15.99    -46.886    2.548    1401.623    1.964546679e6
16.0    -45.333    9.116    1403.279    1.969190842e6
16.01    -37.837    101.205    1398.725    1.956430324e6
16.02    -33.215    156.773    1390.842    1.934442034e6
16.03    -38.251    84.168    1392.086    1.937902578e6
16.04    -41.374    35.647    1396.782    1.950999939e6
16.05    -42.045    21.802    1398.085    1.954641537e6
