#time    potential    pressure    kinect   square_kin
5.32    -39.251    181.221    1383.33    1.913602822e6
5.33    -42.4    124.231    1386.288    1.921793502e6
5.34    -44.427    82.696    1389.126    1.92967215e6
5.35    -44.351    71.787    1390.085    1.932335775e6
5.36    -43.002    81.815    1389.366    1.930337288e6
5.37    -39.836    118.979    1387.345    1.924727498e6
5.38    -37.303    149.376    1383.868    1.915091865e6
5.39    -37.618    142.89    1383.205    1.913256342e6
5.4    -35.717    164.495    1382.886    1.912373781e6
5.41    -33.045    193.081    1379.676    1.903506001e6
5.42    -37.434    125.191    1379.744    1.903694097e6
5.43    -46.214    -0.69    1387.442    1.924994694e6
5.44    -51.704    -76.173    1395.057    1.946183912e6
5.45    -51.369    -61.204    1397.807    1.953864167e6
5.46    -43.171    71.66    1394.074    1.943442992e6
5.47    -30.717    269.295    1382.559    1.911468947e6
5.48    -28.054    343.386    1374.7    1.889800013e6
5.49    -23.863    438.708    1373.21    1.885705231e6
5.5    -10.38    653.638    1365.105    1.863512521e6
5.51    9.501    934.826    1347.55    1.815889793e6
5.52    2.933    840.815    1336.544    1.786350409e6
5.53    -22.123    482.432    1357.934    1.843985729e6
5.54    -35.25    275.804    1376.452    1.894620557e6
5.55    -39.863    190.426    1384.102    1.915739547e6
5.56    -39.726    179.818    1386.028    1.921072335e6
5.57    -33.486    258.805    1383.475    1.9140027e6
5.58    -24.061    381.644    1374.329    1.88877895e6
5.59    -28.755    318.589    1371.152    1.880058424e6
5.6    -34.868    236.765    1378.708    1.900836189e6
5.61    -33.42    259.951    1381.165    1.907616057e6
5.62    -22.322    415.252    1375.905    1.893114753e6
5.63    -5.586    638.242    1360.212    1.850177781e6
5.64    -17.167    482.275    1358.412    1.845282886e6
5.65    -17.174    464.01    1366.233    1.86659272e6
5.66    -22.487    369.778    1364.209    1.861067059e6
5.67    -33.54    196.051    1374.908    1.890373119e6
5.68    -39.015    95.454    1382.27    1.910671613e6
5.69    -42.383    26.665    1386.172    1.921472529e6
5.7    -44.61    -22.471    1388.872    1.9289646e6
5.71    -45.862    -54.297    1390.525    1.933558962e6
5.72    -46.523    -74.057    1391.403    1.936001417e6
5.73    -46.914    -86.115    1391.888    1.937352016e6
5.74    -47.105    -91.164    1392.188    1.938188197e6
5.75    -46.866    -85.679    1392.221    1.938278356e6
5.76    -45.742    -63.035    1391.636    1.936649481e6
5.77    -43.09    -14.675    1389.892    1.931800953e6
5.78    -38.301    66.227    1386.305    1.921840723e6
5.79    -32.4    163.324    1380.72    1.906386933e6
5.8    -28.773    229.432    1375.747    1.89268029e6
5.81    -25.042    293.478    1373.093    1.885383362e6
5.82    -17.92    395.432    1367.474    1.869986355e6
5.83    -17.336    403.452    1362.067    1.855227291e6
5.84    -24.823    298.078    1366.54    1.867431501e6
5.85    -31.758    196.348    1374.251    1.888565783e6
5.86    -36.008    131.351    1379.595    1.903282059e6
5.87    -39.249    84.067    1383.028    1.912765272e6
5.88    -41.851    51.409    1386.012    1.921028447e6
5.89    -42.819    48.049    1387.87    1.926182273e6
5.9    -41.626    82.219    1387.835    1.926086391e6
5.91    -37.575    163.001    1385.425    1.919403357e6
5.92    -30.253    293.811    1379.907    1.904143813e6
5.93    -18.922    479.423    1371.339    1.880570372e6
5.94    -3.24    714.126    1357.622    1.843136815e6
5.95    -1.26    754.029    1347.031    1.81449205e6
5.96    -10.791    626.097    1352.308    1.828736186e6
5.97    -17.068    529.053    1361.671    1.854146721e6
5.98    -17.538    499.807    1363.57    1.859321861e6
5.99    -26.095    358.882    1366.652    1.867737741e6
6.0    -36.111    196.74    1377.848    1.898466127e6
6.01    -36.817    160.242    1383.452    1.913940819e6
6.02    -29.955    226.77    1379.616    1.90333968e6
6.03    -29.783    206.29    1373.947    1.887730838e6
6.04    -37.612    81.486    1379.622    1.903357331e6
6.05    -40.803    21.901    1385.396    1.919321308e6
6.06    -39.226    33.496    1385.838    1.920546193e6
6.07    -33.968    100.993    1382.461    1.911198265e6
6.08    -26.678    197.905    1375.956    1.893256266e6
6.09    -23.701    235.758    1369.878    1.876566308e6
6.1    -29.187    159.293    1371.702    1.881567562e6
6.11    -32.974    104.052    1377.338    1.897060214e6
6.12    -33.175    98.307    1378.576    1.900471565e6
6.13    -34.343    83.738    1378.757    1.900972179e6
6.14    -36.606    59.824    1380.83    1.906692861e6
6.15    -36.157    78.555    1382.349    1.910889331e6
6.16    -29.942    179.704    1379.359    1.90262988e6
6.17    -21.66    310.259    1371.175    1.880121765e6
6.18    -20.41    346.199    1365.851    1.865548952e6
6.19    -26.708    280.812    1368.64    1.873175107e6
6.2    -34.154    205.824    1376.912    1.895888031e6
6.21    -29.512    302.48    1380.264    1.905129752e6
6.22    -6.445    649.365    1366.642    1.867711542e6
6.23    8.073    880.198    1343.785    1.805758324e6
6.24    1.962    826.986    1341.214    1.798854876e6
6.25    -2.877    777.48    1348.953    1.819673661e6
6.26    0.114    822.205    1348.576    1.818656791e6
6.27    0.321    821.921    1345.913    1.811482602e6
6.28    -5.066    738.106    1348.258    1.817800497e6
6.29    -13.996    600.818    1355.785    1.838152616e6
6.3    -20.409    495.258    1364.005    1.860510157e6
6.31    -19.686    485.056    1367.167    1.869145948e6
6.32    -17.313    496.295    1363.889    1.860194108e6
6.33    -24.172    384.758    1365.716    1.865180587e6
6.34    -34.613    227.088    1375.308    1.89147101e6
6.35    -40.439    137.96    1383.893    1.915159185e6
6.36    -39.547    150.365    1386.223    1.921613566e6
6.37    -32.443    257.788    1382.472    1.91122936e6
6.38    -18.012    467.857    1372.267    1.883115512e6
6.39    -9.963    593.315    1358.915    1.846649674e6
6.4    -1.682    710.587    1355.151    1.836433611e6
6.41    -3.485    680.312    1346.285    1.812484066e6
6.42    -19.088    455.921    1358.397    1.845243092e6
6.43    -31.703    266.056    1372.191    1.882909041e6
6.44    -38.113    162.765    1381.008    1.907181838e6
6.45    -41.47    110.212    1385.36    1.919221281e6
6.46    -40.8    122.908    1387.203    1.92433109e6
6.47    -32.439    246.084    1383.264    1.913420097e6
6.48    -24.29    369.533    1372.905    1.884868736e6
6.49    -28.011    337.566    1371.725    1.88163039e6
6.5    -28.268    351.103    1375.188    1.891142945e6
6.51    -19.081    488.381    1370.879    1.879308625e6
6.52    -14.969    554.883    1361.653    1.854097934e6
6.53    -18.301    514.06    1362.792    1.857202138e6
6.54    -22.191    455.206    1366.057    1.866112464e6
6.55    -28.321    359.132    1370.434    1.878089179e6
6.56    -38.654    205.608    1378.875    1.901297599e6
6.57    -46.3    91.622    1388.521    1.927991731e6
6.58    -48.386    61.008    1393.172    1.940928302e6
6.59    -45.524    107.889    1392.765    1.939793095e6
6.6    -37.122    237.164    1387.411    1.924908707e6
6.61    -23.788    432.596    1376.426    1.894549846e6
6.62    -12.108    595.347    1362.956    1.857650227e6
6.63    -15.598    539.735    1357.133    1.84181089e6
6.64    -34.307    269.504    1370.71    1.878845051e6
6.65    -46.891    76.416    1387.419    1.924930435e6
6.66    -51.104    1.853    1394.952    1.945890886e6
6.67    -50.911    -3.04    1396.429    1.950014713e6
6.68    -48.387    32.479    1394.909    1.945772373e6
6.69    -44.346    93.994    1391.581    1.936497379e6
6.7    -40.048    160.884    1387.262    1.924495758e6
6.71    -37.646    201.683    1383.708    1.914646938e6
6.72    -38.662    195.542    1383.035    1.912786646e6
6.73    -41.086    170.517    1385.286    1.919016922e6
6.74    -42.27    164.15    1387.176    1.924258385e6
6.75    -42.241    178.614    1387.89    1.926238406e6
6.76    -38.064    251.918    1386.35    1.921965193e6
6.77    -31.292    359.633    1379.988    1.904367871e6
6.78    -31.361    374.235    1375.829    1.892906472e6
6.79    -35.663    328.739    1379.158    1.902077528e6
6.8    -37.998    307.036    1382.622    1.911642589e6
6.81    -37.529    322.259    1383.656    1.914503111e6
6.82    -36.022    350.434    1382.024    1.909991327e6
6.83    -41.297    290.637    1383.309    1.913542816e6
6.84    -47.549    222.98    1390.558    1.93365063e6
6.85    -46.607    259.671    1393.585    1.942079653e6
6.86    -37.058    419.231    1388.556    1.928088625e6
6.87    -21.786    654.635    1375.627    1.892350781e6
6.88    -13.991    780.268    1362.099    1.855313252e6
6.89    -21.85    683.286    1362.791    1.857199756e6
6.9    -35.188    502.315    1374.539    1.889356514e6
6.91    -44.706    371.345    1386.821    1.923272751e6
6.92    -44.035    381.235    1391.448    1.9361287e6
6.93    -35.263    503.153    1385.961    1.920888128e6
6.94    -28.322    599.931    1376.714    1.895340635e6
6.95    -28.963    591.052    1373.973    1.887800772e6
6.96    -31.214    553.942    1376.217    1.893973008e6
6.97    -32.154    527.857    1377.517    1.897553242e6
6.98    -39.034    419.725    1380.49    1.90575226e6
6.99    -46.584    302.052    1389.34    1.930265374e6
7.0    -45.8    297.615    1392.854    1.940040926e6
7.01    -40.54    356.826    1388.713    1.928524005e6
7.02    -38.711    373.475    1384.768    1.917581631e6
7.03    -38.407    369.433    1384.174    1.915938429e6
7.04    -39.094    351.334    1384.014    1.915494355e6
7.05    -40.865    319.542    1385.711    1.920196036e6
7.06    -37.884    351.36    1385.986    1.920956814e6
7.07    -30.577    439.397    1379.993    1.904380041e6
7.08    -29.902    439.835    1375.31    1.891477514e6
7.09    -24.569    500.663    1376.325    1.894270996e6
7.1    -3.506    757.299    1362.107    1.855334135e6
7.11    -15.609    565.722    1357.406    1.842551613e6
7.12    -42.907    164.669    1378.024    1.898948843e6
7.13    -52.731    -0.402    1396.62    1.950547879e6
7.14    -47.218    54.505    1397.703    1.95357344e6
7.15    -30.042    272.37    1386.1    1.9212735e6
7.16    -25.935    317.117    1371.072    1.879839745e6
7.17    -39.033    131.632    1378.922    1.901424912e6
7.18    -47.306    11.534    1390.135    1.932475665e6
7.19    -48.631    -5.603    1394.42    1.944406296e6
7.2    -43.835    71.884    1392.841    1.940005638e6
7.21    -31.687    255.632    1384.741    1.917508293e6
7.22    -20.559    428.138    1371.623    1.88135009e6
7.23    -14.671    525.915    1364.65    1.862270615e6
7.24    -15.252    530.162    1360.456    1.850839996e6
7.25    -18.362    494.435    1364.382    1.861539348e6
7.26    -16.797    515.647    1364.406    1.861602517e6
7.27    -17.605    504.295    1362.95    1.857632682e6
7.28    -24.063    417.237    1367.491    1.870031537e6
7.29    -27.244    369.193    1372.648    1.884163832e6
7.3    -28.049    348.367    1374.187    1.888390478e6
7.31    -31.341    290.055    1375.165    1.891078156e6
7.32    -38.007    183.835    1380.683    1.90628686e6
7.33    -42.593    104.858    1386.521    1.922441058e6
7.34    -44.221    68.892    1389.398    1.930427723e6
7.35    -43.868    65.199    1389.925    1.931890526e6
7.36    -41.39    95.792    1388.697    1.928479043e6
7.37    -36.553    161.802    1385.091    1.918478337e6
7.38    -33.848    201.605    1380.465    1.905683475e6
7.39    -37.762    156.729    1381.518    1.908592025e6
7.4    -39.515    144.661    1385.41    1.919359965e6
7.41    -35.083    220.774    1384.124    1.915799254e6
7.42    -24.655    378.973    1376.63    1.89510887e6
7.43    -17.348    492.775    1366.195    1.866489992e6
7.44    -16.009    519.085    1363.056    1.857922767e6
7.45    -16.131    514.706    1361.995    1.855030627e6
7.46    -21.119    437.199    1364.464    1.861762729e6
7.47    -27.36    336.948    1370.561    1.87843727e6
7.48    -33.92    231.208    1376.541    1.894866357e6
7.49    -40.538    128.894    1383.368    1.913706451e6
7.5    -43.842    79.107    1388.512    1.927964713e6
7.51    -42.517    102.636    1389.611    1.931017905e6
7.52    -34.378    227.349    1385.573    1.91981379e6
7.53    -18.866    452.825    1373.604    1.886786867e6
7.54    -8.567    602.704    1359.332    1.847783237e6
7.55    -12.185    553.612    1355.202    1.836572245e6
7.56    -28.413    324.937    1366.247    1.866631937e6
7.57    -42.323    122.878    1382.478    1.911246677e6
7.58    -48.027    36.157    1391.961    1.937556755e6
7.59    -47.624    42.174    1394.048    1.943370804e6
7.6    -44.336    97.841    1391.794    1.937089974e6
7.61    -40.246    172.942    1388.017    1.92659257e6
7.62    -35.207    266.232    1383.647    1.914477748e6
7.63    -28.81    379.739    1377.992    1.898860858e6
7.64    -21.377    505.191    1371.258    1.880347524e6
7.65    -12.783    638.214    1363.313    1.858622104e6
7.66    -8.79    697.403    1355.894    1.838448968e6
7.67    -14.115    619.277    1357.076    1.841655702e6
7.68    -20.522    514.278    1363.941    1.860336203e6
7.69    -25.932    414.706    1369.272    1.874906324e6
7.7    -33.178    288.218    1375.43    1.891808883e6
7.71    -38.107    193.038    1382.248    1.910610172e6
7.72    -38.064    165.877    1384.31    1.916312914e6
7.73    -38.362    136.505    1383.484    1.914028459e6
7.74    -41.784    67.635    1385.496    1.919599137e6
7.75    -45.232    1.257    1389.236    1.929976325e6
7.76    -47.17    -39.542    1391.919    1.937437803e6
7.77    -47.483    -51.034    1393.027    1.940524097e6
7.78    -46.123    -31.584    1392.524    1.939121944e6
7.79    -43.025    19.5    1390.341    1.933049064e6
7.8    -38.045    102.699    1386.429    1.922184918e6
7.81    -30.447    224.339    1380.495    1.905765141e6
7.82    -20.881    369.581    1371.734    1.881654291e6
7.83    -19.581    399.676    1365.165    1.863676772e6
7.84    -22.888    360.508    1368.007    1.871443063e6
7.85    -27.175    302.442    1370.759    1.878980836e6
7.86    -34.206    208.416    1376.838    1.895682356e6
7.87    -37.949    164.462    1382.993    1.912670287e6
7.88    -29.848    286.96    1382.421    1.911087994e6
7.89    -2.856    657.772    1366.054    1.866102304e6
7.9    4.298    754.341    1340.191    1.796112856e6
7.91    -22.646    388.503    1359.102    1.847158463e6
7.92    -32.096    243.757    1376.11    1.893678147e6
7.93    -32.839    218.312    1379.303    1.902476844e6
7.94    -32.4    212.823    1378.713    1.900850338e6
7.95    -33.813    184.946    1379.007    1.901660773e6
7.96    -36.225    145.291    1381.234    1.907808045e6
7.97    -36.91    129.834    1383.065    1.912868141e6
7.98    -36.7    127.203    1382.836    1.912234594e6
7.99    -39.209    89.649    1383.7    1.914627063e6
8.0    -43.488    31.076    1387.437    1.924980097e6
8.01    -45.728    5.16    1391.201    1.935439339e6
8.02    -43.207    50.612    1391.243    1.935556103e6
8.03    -37.188    151.418    1386.762    1.923109676e6
8.04    -27.288    309.704    1379.872    1.904047799e6
8.05    -7.726    589.694    1366.0    1.865955888e6
8.06    -8.715    588.32    1351.577    1.826761567e6
8.07    -19.218    446.945    1363.029    1.857848346e6
8.08    -21.285    405.366    1367.078    1.868901628e6
8.09    -29.794    275.796    1371.536    1.881109714e6
8.1    -36.803    164.533    1380.136    1.904774254e6
8.11    -40.078    104.68    1384.549    1.916975333e6
8.12    -42.887    54.883    1387.148    1.9241789e6
8.13    -46.512    -1.033    1390.293    1.932913672e6
8.14    -50.365    -53.604    1394.157    1.943674e6
8.15    -53.171    -83.387    1397.655    1.953440409e6
8.16    -53.579    -70.16    1399.488    1.958566386e6
8.17    -50.018    7.512    1398.237    1.955067298e6
8.18    -41.394    161.395    1392.403    1.938786998e6
8.19    -29.149    365.624    1381.924    1.909715184e6
8.2    -20.474    516.784    1370.357    1.877879341e6
8.21    -26.099    471.599    1368.715    1.873379916e6
8.22    -32.228    414.661    1377.288    1.896921084e6
8.23    -29.119    480.044    1378.225    1.899502822e6
8.24    -23.61    579.667    1373.525    1.886571345e6
8.25    -17.752    680.57    1367.271    1.869429912e6
8.26    -24.198    616.078    1366.599    1.867592937e6
8.27    -29.729    561.283    1375.74    1.892660476e6
8.28    -23.748    655.991    1374.605    1.889538826e6
8.29    -28.022    616.395    1371.178    1.880127898e6
8.3    -34.342    550.265    1379.792    1.903826594e6
8.31    -29.958    627.164    1380.007    1.904418167e6
8.32    -19.354    785.341    1372.141    1.882770787e6
8.33    -10.59    908.951    1360.838    1.851878806e6
8.34    -13.323    863.713    1357.499    1.842802949e6
8.35    -22.974    709.176    1364.662    1.862301691e6
8.36    -33.164    537.533    1375.12    1.890955298e6
8.37    -36.506    455.249    1382.889    1.912382147e6
8.38    -31.728    481.987    1381.266    1.907897048e6
8.39    -34.523    413.023    1378.664    1.900713396e6
8.4    -37.372    347.016    1384.25    1.916149419e6
8.41    -29.102    429.067    1381.005    1.907173465e6
8.42    -25.371    450.494    1373.031    1.885214746e6
8.43    -31.089    342.475    1374.094    1.888133941e6
8.44    -41.415    171.582    1382.741    1.911973977e6
8.45    -47.953    54.384    1391.422    1.936054133e6
8.46    -50.13    3.725    1395.173    1.946506312e6
8.47    -50.583    -12.777    1396.152    1.949240696e6
8.48    -49.924    -1.861    1396.201    1.949377304e6
8.49    -44.875    80.544    1394.324    1.944139766e6
8.5    -26.631    344.854    1384.834    1.917766155e6
8.51    1.956    734.034    1359.293    1.847676991e6
8.52    -16.223    493.784    1350.338    1.823413218e6
8.53    -38.562    182.86    1376.467    1.894660202e6
8.54    -45.846    72.189    1389.535    1.930806403e6
8.55    -44.785    82.593    1391.691    1.936802521e6
8.56    -39.915    152.273    1388.262    1.927271823e6
8.57    -37.415    195.806    1383.642    1.914464094e6
8.58    -39.589    181.532    1384.246    1.916136526e6
8.59    -38.222    217.355    1385.348    1.919189002e6
8.6    -32.569    312.811    1381.365    1.908169734e6
8.61    -25.749    423.195    1375.049    1.890760126e6
8.62    -17.976    538.677    1367.874    1.871078804e6
8.63    -16.146    563.222    1361.612    1.853988043e6
8.64    -24.576    440.872    1365.935    1.865778033e6
8.65    -31.205    334.207    1374.337    1.888801276e6
8.66    -34.315    271.574    1378.553    1.900407682e6
8.67    -37.159    213.019    1381.152    1.907581259e6
8.68    -40.033    156.342    1384.163    1.915906522e6
8.69    -41.122    127.114    1386.371    1.922025566e6
8.7    -39.878    133.573    1386.225    1.921618814e6
8.71    -37.621    158.285    1384.372    1.916487157e6
8.72    -34.504    198.176    1381.967    1.909833643e6
8.73    -30.021    257.592    1378.22    1.899489186e6
8.74    -28.237    281.173    1374.523    1.889312723e6
8.75    -30.165    255.699    1374.983    1.890578275e6
8.76    -29.699    263.184    1377.169    1.896594547e6
8.77    -20.391    385.1    1372.068    1.88256987e6
8.78    -22.205    356.854    1365.443    1.864433986e6
8.79    -35.155    178.812    1374.773    1.890001293e6
8.8    -43.633    63.071    1386.141    1.921385905e6
8.81    -45.478    45.687    1390.635    1.933866515e6
8.82    -43.62    90.085    1390.325    1.933003227e6
8.83    -38.83    184.133    1387.153    1.924194692e6
8.84    -31.239    322.187    1381.163    1.907612296e6
8.85    -20.255    504.916    1372.352    1.883350416e6
8.86    -11.303    651.797    1360.884    1.852004577e6
8.87    -14.339    627.522    1358.122    1.844495647e6
8.88    -19.452    561.848    1363.585    1.859364035e6
8.89    -25.11    480.65    1368.025    1.871492762e6
8.9    -31.592    386.428    1374.72    1.889855665e6
8.91    -32.486    367.271    1378.831    1.90117504e6
8.92    -27.72    424.531    1376.385    1.894434981e6
8.93    -24.595    459.795    1371.591    1.881262488e6
8.94    -25.927    434.5    1370.794    1.879076848e6
8.95    -30.636    366.194    1374.331    1.888784513e6
8.96    -31.561    353.042    1377.851    1.898472734e6
8.97    -28.373    402.097    1376.222    1.893986538e6
8.98    -22.889    489.442    1372.82    1.884635743e6
8.99    -3.677    756.08    1363.163    1.858214449e6
9.0    19.591    1054.246    1337.986    1.790206721e6
9.01    -19.489    521.263    1350.498    1.823845973e6
9.02    -38.068    248.313    1378.53    1.900346308e6
9.03    -41.491    192.939    1388.229    1.92717993e6
9.04    -20.89    469.594    1383.439    1.913902631e6
9.05    4.958    810.847    1351.014    1.825238479e6
9.06    -20.85    467.253    1362.612    1.85671077e6
9.07    -35.454    259.503    1379.001    1.901643016e6
9.08    -42.375    157.521    1389.356    1.930310905e6
9.09    -43.079    144.922    1392.229    1.938300345e6
9.1    -42.623    154.065    1391.689    1.936798813e6
9.11    -42.933    157.901    1391.69    1.936799965e6
9.12    -42.234    179.325    1391.828    1.937186238e6
9.13    -39.231    235.172    1390.062    1.932273669e6
9.14    -34.283    319.181    1386.09    1.921245745e6
9.15    -27.975    420.285    1380.515    1.905821528e6
9.16    -22.14    510.235    1374.195    1.888411284e6
9.17    -19.887    545.495    1370.145    1.877296436e6
9.18    -18.572    558.949    1369.434    1.875350102e6
9.19    -20.885    514.612    1368.202    1.871976005e6
9.2    -37.652    278.131    1378.883    1.901317203e6
9.21    -46.291    155.142    1393.566    1.942025176e6
9.22    -37.617    273.426    1394.187    1.943757048e6
9.23    -21.679    493.536    1378.538    1.900366368e6
9.24    -30.591    391.344    1376.509    1.894777819e6
9.25    -31.949    384.491    1382.586    1.911543773e6
9.26    -28.709    436.458    1379.933    1.904215238e6
9.27    -28.396    445.507    1377.634    1.897876541e6
9.28    -30.623    414.879    1378.939    1.901473608e6
9.29    -33.504    371.301    1381.515    1.908583596e6
9.3    -35.526    338.322    1384.295    1.916272875e6
9.31    -33.935    354.718    1384.845    1.917796848e6
9.32    -28.017    429.334    1381.126    1.907507807e6
9.33    -21.678    506.937    1374.246    1.888553222e6
9.34    -22.594    484.141    1371.073    1.879840904e6
9.35    -28.603    390.592    1375.201    1.891177492e6
9.36    -31.074    344.752    1381.032    1.907249578e6
9.37    -19.219    485.972    1377.6    1.897781249e6
9.38    -23.42    415.382    1368.077    1.871635196e6
9.39    -34.614    250.238    1380.854    1.906757908e6
9.4    -36.442    209.829    1385.612    1.919919565e6
9.41    -34.603    221.963    1385.067    1.918411554e6
9.42    -33.148    230.796    1382.693    1.91184032e6
9.43    -33.714    213.238    1382.741    1.911972824e6
9.44    -31.061    236.447    1382.306    1.910769304e6
9.45    -27.834    263.955    1378.48    1.900206669e6
9.46    -28.682    232.406    1377.167    1.896589414e6
9.47    -34.598    129.549    1380.385    1.905462932e6
9.48    -41.133    18.128    1387.267    1.924508758e6
9.49    -44.661    -48.869    1392.149    1.938078061e6
9.5    -45.804    -75.78    1394.28    1.944015326e6
9.51    -44.93    -65.807    1394.438    1.944458649e6
9.52    -41.157    -7.345    1392.382    1.938727079e6
9.53    -32.956    117.018    1386.708    1.922957851e6
9.54    -22.531    272.153    1376.783    1.895531487e6
9.55    -19.883    321.564    1369.028    1.874237877e6
9.56    -25.107    264.389    1371.982    1.882333595e6
9.57    -21.595    320.678    1375.25    1.891313658e6
9.58    -12.277    450.583    1366.132    1.866317955e6
9.59    -17.977    379.926    1365.022    1.863285975e6
9.6    -28.263    246.877    1373.076    1.885337879e6
9.61    -33.02    192.637    1381.701    1.909098922e6
9.62    -26.397    297.948    1380.869    1.906799263e6
9.63    -10.492    528.488    1369.237    1.874808946e6
9.64    -5.77    606.375    1355.76    1.838086153e6
9.65    -14.551    497.218    1360.629    1.851310224e6
9.66    -20.107    423.555    1367.855    1.871028576e6
9.67    -26.056    345.72    1372.379    1.883423046e6
9.68    -32.518    268.815    1379.547    1.903149197e6
9.69    -28.425    341.79    1382.285    1.910711094e6
9.7    -10.481    601.242    1370.79    1.879065743e6
9.71    -9.421    637.181    1358.502    1.845528146e6
9.72    -14.164    587.704    1362.187    1.855552345e6
9.73    -18.076    544.29    1366.611    1.867625463e6
9.74    -18.559    544.23    1368.2    1.871970359e6
9.75    -18.47    552.343    1368.429    1.872598707e6
9.76    -13.596    623.022    1366.642    1.867709169e6
9.77    -7.252    709.329    1359.974    1.849528542e6
9.78    -10.328    665.879    1357.759    1.843508536e6
9.79    -16.14    580.392    1363.662    1.859573616e6
9.8    -16.821    558.988    1367.621    1.870388144e6
9.81    -20.515    498.768    1367.009    1.868714625e6
9.82    -31.611    350.602    1377.947    1.898737001e6
9.83    -22.73    475.545    1380.214    1.904989658e6
9.84    5.95    861.415    1361.084    1.852549064e6
9.85    12.601    941.79    1335.104    1.782503806e6
9.86    -23.979    440.661    1358.801    1.846341315e6
9.87    -37.582    236.818    1384.905    1.917962346e6
9.88    -29.488    328.151    1385.646    1.920013501e6
9.89    -26.103    364.376    1375.494    1.891983294e6
9.9    -37.039    216.849    1382.0    1.909924471e6
9.91    -37.854    208.34    1389.525    1.930780902e6
9.92    -24.983    385.582    1382.737    1.911962073e6
9.93    -17.091    495.129    1368.894    1.873869514e6
9.94    -26.77    367.812    1371.177    1.8801272e6
9.95    -34.957    257.844    1381.937    1.909750112e6
9.96    -33.493    281.023    1385.501    1.919613791e6
9.97    -21.55    447.583    1378.871    1.901284175e6
9.98    -10.594    599.452    1365.246    1.863895383e6
9.99    -13.801    557.755    1361.206    1.852882592e6
10.0    -20.955    455.119    1368.289    1.872213659e6
10.01    -24.401    395.32    1372.713    1.884340256e6
10.02    -29.765    307.901    1376.645    1.895152702e6
10.03    -34.575    226.266    1382.142    1.910316629e6
10.04    -37.033    175.576    1385.572    1.919809823e6
10.05    -38.345    140.488    1387.187    1.924287579e6
10.06    -40.116    99.575    1388.46    1.927822284e6
10.07    -43.762    35.151    1391.056    1.935036538e6
10.08    -48.123    -34.527    1395.399    1.94713936e6
10.09    -50.266    -66.758    1399.0    1.957202152e6
10.1    -47.385    -21.948    1399.172    1.95768101e6
10.11    -36.066    141.261    1392.758    1.939775167e6
10.12    -25.732    290.212    1379.382    1.902695234e6
10.13    -35.123    176.185    1379.03    1.901724905e6
10.14    -45.6    47.022    1391.554    1.93642211e6
10.15    -44.823    73.227    1396.511    1.950243615e6
10.16    -33.363    246.406    1390.118    1.932426922e6
10.17    -24.271    385.724    1377.17    1.896598073e6
10.18    -32.311    292.787    1377.387    1.897195252e6
10.19    -39.601    202.857    1386.679    1.9228779e6
10.2    -41.524    183.021    1390.576    1.933701255e6
10.21    -41.046    196.749    1390.991    1.934856032e6
10.22    -39.153    230.021    1389.746    1.931394737e6
10.23    -37.693    256.768    1387.693    1.925693106e6
10.24    -39.608    237.962    1387.699    1.925708715e6
10.25    -43.692    191.293    1391.172    1.935359193e6
10.26    -45.883    173.22    1394.725    1.945258162e6
10.27    -44.32    209.944    1395.06    1.946191665e6
10.28    -40.103    285.531    1391.91    1.93741398e6
10.29    -35.912    361.124    1387.434    1.924974282e6
10.3    -33.006    416.152    1384.031    1.915541365e6
10.31    -31.589    444.939    1381.736    1.909194321e6
10.32    -34.135    415.007    1382.207    1.910496995e6
10.33    -38.127    361.966    1386.077    1.921209797e6
10.34    -41.518    317.588    1389.817    1.931591802e6
10.35    -41.56    321.729    1392.104    1.937953246e6
10.36    -36.319    400.132    1389.356    1.930308792e6
10.37    -27.562    526.051    1382.48    1.911249908e6
10.38    -15.663    685.714    1372.073    1.882583945e6
10.39    -11.913    722.586    1362.317    1.855907977e6
10.4    -23.136    545.756    1366.626    1.86766753e6
10.41    -37.633    316.677    1381.16    1.907602709e6
10.42    -43.661    200.761    1391.856    1.937261869e6
10.43    -42.132    191.91    1393.147    1.940857365e6
10.44    -40.017    198.306    1390.576    1.933702387e6
10.45    -38.388    203.36    1388.962    1.929216743e6
10.46    -35.523    227.866    1386.817    1.923262627e6
10.47    -30.738    278.248    1383.167    1.913151527e6
10.48    -26.995    311.753    1378.029    1.898962939e6
10.49    -31.524    232.876    1378.155    1.899311011e6
10.5    -37.937    128.703    1384.858    1.917831196e6
10.51    -39.252    96.954    1389.1    1.929597702e6
10.52    -32.258    181.252    1386.911    1.923522073e6
10.53    -21.19    319.293    1376.288    1.894169141e6
10.54    -27.567    226.1    1373.023    1.885191573e6
10.55    -35.821    105.846    1382.569    1.911498324e6
10.56    -36.56    87.845    1386.843    1.923332798e6
10.57    -33.31    126.958    1384.554    1.916988423e6
10.58    -34.466    111.424    1382.703    1.91186813e6
10.59    -38.639    59.332    1386.207    1.921569436e6
10.6    -40.28    45.839    1389.373    1.930357178e6
10.61    -38.939    78.831    1389.295    1.930141183e6
10.62    -36.06    139.265    1387.064    1.923946262e6
10.63    -31.287    230.8    1383.603    1.914357816e6
10.64    -21.11    396.648    1377.133    1.896496315e6
10.65    0.193    700.358    1362.797    1.857214934e6
10.66    2.578    737.347    1343.855    1.80594615e6
10.67    -19.699    432.861    1361.04    1.852430321e6
10.68    -30.717    267.312    1376.536    1.894850694e6
